key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
2010-09-07 13:18:00.000000175,10.5,2010-09-07 13:18:00 UTC,-73.985382,40.747858,-73.978377,40.76207,1
2013-02-12 12:15:46.0000002,11.5,2013-02-12 12:15:46 UTC,-73.957954,40.779252,-73.96125,40.758787,1
2009-08-06 18:17:23.0000001,4.5,2009-08-06 18:17:23 UTC,-73.991707,40.770505,-73.985459,40.763671,1
2010-12-06 12:29:00.000000199,4.9,2010-12-06 12:29:00 UTC,-74.000632,40.747473,-73.986672,40.740577,1
2009-12-10 15:37:00.00000020,6.1,2009-12-10 15:37:00 UTC,-73.969622,40.756973,-73.981152,40.759712,1
2011-06-21 16:15:00.00000073,7.3,2011-06-21 16:15:00 UTC,-73.991875,40.754437,-73.97723,40.774323,3
2011-02-07 20:01:00.000000114,6.5,2011-02-07 20:01:00 UTC,0,0,0,0,1
2011-06-28 19:47:00.000000168,4.5,2011-06-28 19:47:00 UTC,-73.988893,40.76016,-73.986445,40.757857,3
2012-05-04 06:11:20.0000002,9.3,2012-05-04 06:11:20 UTC,-73.989258,40.690835,-74.004133,40.72569,1
2013-08-11 00:52:00.00000026,4.5,2013-08-11 00:52:00 UTC,-73.98102,40.73776,-73.980668,40.730497,2
2014-02-19 16:03:00.000000160,5.5,2014-02-19 16:03:00 UTC,-73.976075,40.752422,-73.981082,40.759285,1
2015-06-21 21:46:34.0000001,22.54,2015-06-21 21:46:34 UTC,-74.010482788085938,40.717666625976562,-73.985771179199219,40.660366058349609,1
2009-01-09 16:10:00.000000170,31.9,2009-01-09 16:10:00 UTC,-73.873027,40.773883,-73.984545,40.769545,3
2011-09-07 14:05:00.000000194,5.7,2011-09-07 14:05:00 UTC,-73.976162,40.744988,-73.990002,40.738323,2
2011-09-07 23:05:44.0000001,18.1,2011-09-07 23:05:44 UTC,-73.993717,40.740785,-73.999272,40.676617,1
2015-01-11 03:15:38.0000001,58,2015-01-11 03:15:38 UTC,-73.983329772949219,40.738719940185547,-73.933197021484375,40.847225189208984,1
2015-03-12 08:08:38.0000001,4.5,2015-03-12 08:08:38 UTC,-73.99017333984375,40.756446838378906,-73.9856185913086,40.7628288269043,1
2012-01-19 10:15:30.0000002,5.3,2012-01-19 10:15:30 UTC,-73.995199,40.75474,-74.005416,40.751084,1
2013-11-24 11:42:00.000000113,9,2013-11-24 11:42:00 UTC,-73.95774,40.773617,-73.977087,40.758465,6
2009-03-02 20:42:49.0000003,9.8,2009-03-02 20:42:49 UTC,-73.972673,40.759186,-73.969897,40.791367,1
2011-03-29 15:39:49.0000002,8.1,2011-03-29 15:39:49 UTC,-73.984267,40.744961,-73.981646,40.759608,1
2011-10-15 10:55:24.0000004,10.9,2011-10-15 10:55:24 UTC,-74.003899,40.725514,-73.976484,40.765537,2
2013-11-22 08:38:09.0000003,17.5,2013-11-22 08:38:09 UTC,-73.97845,40.76292,-74.008482,40.716502,1
2009-06-10 21:28:00.00000022,12.1,2009-06-10 21:28:00 UTC,-73.988558,40.7372,-73.958688,40.780748,1
2011-03-04 18:12:00.000000250,5.3,2011-03-04 18:12:00 UTC,-73.997037,40.737095,-73.986128,40.735043,1
2011-08-31 21:14:15.0000003,6.9,2011-08-31 21:14:15 UTC,-73.971114,40.758944,-73.97793,40.736613,1
2011-06-01 20:30:00.000000119,4.5,2011-06-01 20:30:00 UTC,-73.980822,40.74442,-73.991093,40.748797,1
2011-12-14 07:53:00.00000028,3.3,2011-12-14 07:53:00 UTC,-73.988877,40.763577,-73.985573,40.760262,1
2012-07-18 00:16:00.00000083,3.3,2012-07-18 00:16:00 UTC,-73.98666,40.756072,-73.989727,40.751702,5
2013-01-29 12:26:00.000000154,9,2013-01-29 12:26:00 UTC,-73.992253,40.742657,-73.983597,40.755947,1
2011-12-06 09:09:21.0000007,9.7,2011-12-06 09:09:21 UTC,-73.985582,40.739765,-73.973899,40.760426,1
2012-10-06 20:31:36.0000003,5.5,2012-10-06 20:31:36 UTC,-73.952825,40.772048,-73.952194,40.781152,3
2013-01-23 07:01:38.0000005,8,2013-01-23 07:01:38 UTC,-73.980298,40.783723,-73.979628,40.763179,1
2013-09-07 03:17:00.00000014,7.5,2013-09-07 03:17:00 UTC,-73.977708,40.746212,-73.975782,40.745055,1
2013-11-10 01:12:19.0000002,25.5,2013-11-10 01:12:19 UTC,-73.974497,40.751603,-73.934927,40.851567,4
2012-01-04 18:07:29.0000002,15.3,2012-01-04 18:07:29 UTC,-73.97151,40.755886,-73.968067,40.801173,1
2010-05-31 18:06:00.00000097,34.67,2010-05-31 18:06:00 UTC,-73.985427,40.758853,-73.872907,40.774497,1
2011-03-19 21:55:00.00000090,9.7,2011-03-19 21:55:00 UTC,-73.979542,40.727498,-73.999315,40.730088,4
2012-07-19 23:53:14.0000002,13.7,2012-07-19 23:53:14 UTC,-74.002113,40.739582,-73.971918,40.791899,2
2009-03-23 12:13:29.0000002,6.5,2009-03-23 12:13:29 UTC,-73.98543,40.736011,-73.982501,40.724802,1
2014-07-16 10:57:00.00000069,5,2014-07-16 10:57:00 UTC,-73.996148,40.74189,-73.992202,40.739425,6
2011-04-22 23:21:03.0000002,4.5,2011-04-22 23:21:03 UTC,-74.009137,40.713436,-74.002823,40.723428,3
2012-01-02 14:54:00.00000078,4.9,2012-01-02 14:54:00 UTC,-74.003985,40.731677,-73.999765,40.723512,1
2014-05-01 09:12:00.000000198,7,2014-05-01 09:12:00 UTC,-73.966203,40.7675,-73.980915,40.77424,6
2011-11-07 10:47:40.0000003,7.3,2011-11-07 10:47:40 UTC,-74.003919,40.753019,-73.992368,40.735362,1
2012-10-07 17:59:08.0000003,7.5,2012-10-07 17:59:08 UTC,-74.004736,40.715882,-74.017723,40.705141,1
2014-01-17 09:03:00.000000187,8.5,2014-01-17 09:03:00 UTC,-73.991467,40.750575,-73.98575,40.741547,4
2014-04-29 18:28:00.0000005,16.5,2014-04-29 18:28:00 UTC,-73.970323,40.75084,-73.998392,40.724862,6
2015-04-12 10:19:05.0000001,11.5,2015-04-12 10:19:05 UTC,-73.979278564453125,40.723438262939453,-74.004608154296875,40.7469482421875,6
2015-05-12 23:51:42.0000007,5,2015-05-12 23:51:42 UTC,-73.954795837402344,40.779335021972656,-73.944931030273438,40.780086517333984,1
2009-08-02 02:34:11.0000002,6.9,2009-08-02 02:34:11 UTC,-73.995781,40.723411,-74.005004,40.71895,2
2010-01-31 10:53:00.00000010,3.7,2010-01-31 10:53:00 UTC,-74.00163,40.730767,-73.997112,40.737533,1
2010-05-14 08:09:00.000000210,6.9,2010-05-14 08:09:00 UTC,-73.955118,40.768942,-73.963495,40.761887,2
2012-05-21 15:20:00.00000017,10.1,2012-05-21 15:20:00 UTC,-73.977788,40.771838,-73.9662,40.778113,2
2014-12-08 16:00:01.0000001,16.5,2014-12-08 16:00:01 UTC,-73.9828,40.745287,-74.01425,40.702935,1
2010-08-16 01:33:00.00000034,15.07,2010-08-16 01:33:00 UTC,-73.961933,40.795585,-73.962253,40.764817,2
2010-12-04 14:26:13.0000003,7.7,2010-12-04 14:26:13 UTC,-73.996601,40.736569,-73.982152,40.744322,1
2011-08-12 04:20:00.00000015,24.9,2011-08-12 04:20:00 UTC,-74.006662,40.73121,-73.92594,40.825588,1
2013-02-06 22:16:00.00000028,7,2013-02-06 22:16:00 UTC,-73.988425,40.764342,-74.001642,40.745752,2
2014-06-11 22:24:21.0000001,8.5,2014-06-11 22:24:21 UTC,-73.994128,40.735087,-73.986393,40.751461,1
2010-08-19 16:33:00.000000131,5.7,2010-08-19 16:33:00 UTC,-73.97383,40.763717,-73.98942,40.771522,1
2013-03-10 15:44:00.00000040,5,2013-03-10 15:44:00 UTC,-74.01336,40.702272,-74.01699,40.709245,1
2013-06-14 08:27:43.0000001,8.5,2013-06-14 08:27:43 UTC,-73.95371,40.790813,-73.957015,40.777676,1
2013-07-08 21:24:00.00000048,17,2013-07-08 21:24:00 UTC,-74.009728,40.705167,-73.970897,40.749307,1
2014-03-21 11:00:29.0000003,8,2014-03-21 11:00:29 UTC,-73.950688,40.828531,-73.964101,40.80814,1
2014-10-02 13:39:56.0000004,12,2014-10-02 13:39:56 UTC,-73.995387,40.749482,-73.975789,40.748741,1
2011-08-31 08:21:47.0000004,12.5,2011-08-31 08:21:47 UTC,-73.917399,40.746485,-73.973756,40.763836,1
2014-05-19 06:26:00.00000034,7.5,2014-05-19 06:26:00 UTC,-73.990815,40.730495,-73.978337,40.751085,1
2012-04-05 05:50:00.00000019,6.9,2012-04-05 05:50:00 UTC,-74.007443,40.732547,-73.991112,40.742312,5
2015-03-04 14:55:40.0000006,5,2015-03-04 14:55:40 UTC,-73.9887466430664,40.744953155517578,-73.995681762695312,40.744220733642578,2
2010-04-27 21:40:07.0000004,10.5,2010-04-27 21:40:07 UTC,-74.001135,40.730979,-73.984424,40.76463,1
2011-02-22 11:09:16.0000004,7.7,2011-02-22 11:09:16 UTC,-73.968881,40.764533,-73.985311,40.748956,1
2015-04-03 16:21:30.0000005,11,2015-04-03 16:21:30 UTC,-73.9810562133789,40.774265289306641,-73.95904541015625,40.780673980712891,2
2009-01-09 15:01:20.0000002,5.7,2009-01-09 15:01:20 UTC,-73.992826,40.751271,-73.982786,40.742432,1
2013-01-09 14:42:00.000000194,9,2013-01-09 14:42:00 UTC,-73.946852,40.775802,-73.96434,40.760703,1
2013-07-06 17:18:00.000000119,13.5,2013-07-06 17:18:00 UTC,-73.950655,40.783282,-73.984365,40.769802,1
2013-10-08 17:29:00.00000025,7.5,2013-10-08 17:29:00 UTC,-73.976512,40.765277,-73.977672,40.778052,1
2014-12-07 12:26:00.0000009,9,2014-12-07 12:26:00 UTC,-73.984977,40.752122,-74.000925,40.757982,1
2015-05-17 08:02:59.0000002,14,2015-05-17 08:02:59 UTC,-73.979209899902344,40.723682403564453,-74.017463684082031,40.711395263671875,1
13.0,2013-11-13 16:48:03 UTC,-73.970616,40.796509,,,0,2013-11-13 16:48:03.0000002
26.25,2012-12-11 13:35:37 UTC,-73.981488,40.759127,,,0,2012-12-11 13:35:37.0000003
21.6,2013-11-12 10:08:18 UTC,-73.981142,40.720981,,,0,2013-11-12 10:08:18.0000001
17.62,2013-07-01 23:03:34 UTC,-73.99385,40.720142,,,0,2013-07-01 23:03:34.0000001
14.4,2012-12-11 12:35:33 UTC,-73.967054,40.760922,,,0,2012-12-11 12:35:33.0000002
5.4,2012-12-11 12:18:36 UTC,-74.000506,40.736909,,,0,2012-12-11 12:18:36.0000002
8.5,2013-11-20 06:32:31 UTC,-73.997251,40.736677,,,0,2013-11-20 06:32:31.0000001
9.6,2013-03-14 10:22:15 UTC,-73.975074,40.763558,,,0,2013-03-14 10:22:15.0000003
8.5,2012-12-11 12:51:34 UTC,-73.960464,40.776124,,,0,2012-12-11 12:51:34.0000002
12.24,2011-12-20 14:17:30 UTC,-73.976269,40.762573,,,0,2011-12-20 14:17:30.0000001
13.0,2012-12-11 13:04:34 UTC,-74.015852,40.710885,,,0,2012-12-11 13:04:34.0000001
9.5,2012-12-11 12:31:15 UTC,-73.972199,40.760383,,,0,2012-12-11 12:31:15.0000001
10.0,2013-08-12 15:28:47 UTC,-73.983288,40.760832,,,0,2013-08-12 15:28:47.0000003
5.5,2013-07-06 10:06:07 UTC,-73.989482,40.772933,,,0,2013-07-06 10:06:07.0000001
9.0,2013-11-05 18:20:59 UTC,-73.99325,40.722263,,,0,2013-11-05 18:20:59.0000002
22.2,2013-11-06 21:19:40 UTC,-73.989658,40.73568,,,0,2013-11-06 21:19:40.0000002
9.0,2012-12-11 13:08:36 UTC,-74.001582,40.719038,,,0,2012-12-11 13:08:36.0000002
10.8,2013-11-15 22:31:30 UTC,-73.988799,40.778017,,,0,2013-11-15 22:31:30.0000002
20.0,2012-12-11 12:58:32 UTC,-73.979187,40.765848,,,0,2012-12-11 12:58:32.0000003
9.0,2012-12-11 11:36:20 UTC,-73.979302,40.77197,,,0,2012-12-11 11:36:20.0000004
20.6,2012-12-11 11:12:17 UTC,-74.00576,40.7506,,,0,2012-12-11 11:12:17.0000002
15.5,2013-10-10 08:20:25 UTC,-73.9827,40.742153,,,0,2013-10-10 08:20:25.0000001
42.99,2013-12-12 13:06:11 UTC,-73.870689,40.77366,,,0,2013-12-12 13:06:11.0000002
16.2,2012-12-11 11:36:38 UTC,-73.96342,40.80885,,,0,2012-12-11 11:36:38.0000002
18.0,2012-12-11 12:17:21 UTC,-73.971997,40.756862,,,0,2012-12-11 12:17:21.0000006
20.15,2012-12-11 12:44:21 UTC,-73.968297,40.762093,,,0,2012-12-11 12:44:21.0000006
12.25,2012-12-11 12:20:25 UTC,-73.999252,40.722438,,,0,2012-12-11 12:20:25.0000004
7.0,2013-01-23 19:56:45 UTC,-73.951707,40.76633,,,0,2013-01-23 19:56:45.0000001
11.75,2012-07-17 10:33:08 UTC,-73.9892,40.7576,,,0,2012-07-17 10:33:08.0000003
19.2,2012-12-11 13:01:02 UTC,-73.982663,40.782493,,,0,2012-12-11 13:01:02.0000001
7.8,2012-12-11 12:34:20 UTC,0.0,0.0,,,0,2012-12-11 12:34:20.0000006
6.5,2013-11-12 11:31:49 UTC,-73.983897,40.774743,,,0,2013-11-12 11:31:49.0000001
9.0,2012-12-11 11:31:21 UTC,-73.965708,40.754398,,,0,2012-12-11 11:31:21.0000002
29.35,2012-12-11 12:12:15 UTC,-74.015247,40.714325,,,0,2012-12-11 12:12:15.0000002
23.0,2011-07-30 19:32:26 UTC,-73.97824,40.726117,,,0,2011-07-30 19:32:26.0000004
7.5,2013-03-14 17:31:52 UTC,-73.973242,40.792957,,,0,2013-03-14 17:31:52.0000001
13.2,2013-11-20 08:01:47 UTC,-73.974873,40.755765,,,0,2013-11-20 08:01:47.0000003
28.0,2012-12-11 13:32:14 UTC,-73.952428,40.79234,,,0,2012-12-11 13:32:14.0000002
59.75,2012-12-11 10:46:35 UTC,0.0,0.0,,,0,2012-12-11 10:46:35.00000010
22.8,2013-12-20 00:26:29 UTC,-74.008563,40.719536,,,0,2013-12-20 00:26:29.0000002
13.2,2013-03-25 06:23:10 UTC,-73.958816,40.810249,,,0,2013-03-25 06:23:10.0000001
20.4,2012-12-11 11:08:22 UTC,-73.984782,40.757307,,,0,2012-12-11 11:08:22.0000001
8.87,2013-07-04 05:19:30 UTC,0.0,0.0,,,0,2013-07-04 05:19:30.0000001
29.0,2012-09-26 15:08:40 UTC,-73.9295,40.752152,,,0,2012-09-26 15:08:40.0000001
13.2,2012-08-08 10:34:44 UTC,-73.99,40.7343,,,0,2012-08-08 10:34:44.0000006
10.46,2011-03-11 22:31:49 UTC,-73.971391,40.766407,,,0,2011-03-11 22:31:49.0000006
15.0,2012-12-11 11:32:06 UTC,-73.973608,40.757467,,,0,2012-12-11 11:32:06.0000002
5.09,2012-12-28 17:48:43 UTC,-73.949098,40.744818,,,0,2012-12-28 17:48:43.0000003
52.08,2013-10-10 07:32:50 UTC,-73.872789,40.773934,,,0,2013-10-10 07:32:50.0000004
15.1,2013-07-01 23:05:12 UTC,-73.986512,40.761535,,,0,2013-07-01 23:05:12.0000006
12.0,2012-12-11 11:18:49 UTC,-73.966233,40.761453,,,0,2012-12-11 11:18:49.0000001
22.0,2013-11-12 21:43:08 UTC,-73.970516,40.799053,,,0,2013-11-12 21:43:08.0000008
5.5,2013-10-10 08:08:24 UTC,-73.980897,40.74741,,,0,2013-10-10 08:08:24.0000006
7.5,2012-10-15 08:20:57 UTC,-73.984651,40.754091,,,0,2012-10-15 08:20:57.0000002
10.0,2013-06-06 13:57:49 UTC,0.0,0.0,,,0,2013-06-06 13:57:49.0000005
16.5,2012-12-11 11:15:38 UTC,-73.98518,40.75467,,,0,2012-12-11 11:15:38.0000004
9.1,2013-10-10 11:25:26 UTC,0.0,0.0,,,0,2013-10-10 11:25:26.0000002
16.85,2012-12-11 12:58:25 UTC,-73.960515,40.77824,,,0,2012-12-11 12:58:25.0000001
50.0,2013-07-01 11:36:30 UTC,-73.776816,40.645136,,,0,2013-07-01 11:36:30.0000004
4.7,2011-06-13 23:37:45 UTC,-73.988411,40.774239,,,0,2011-06-13 23:37:45.0000004
8.5,2011-06-30 11:57:47 UTC,-73.9618,40.7643,,,0,2011-06-30 11:57:47.0000003
13.2,2013-03-27 04:08:16 UTC,-73.981093,40.75997,,,0,2013-03-27 04:08:16.0000002
27.7,2011-06-09 23:06:54 UTC,-74.0001,40.7435,,,0,2011-06-09 23:06:54.0000003
11.7,2013-12-30 09:40:59 UTC,-73.94564,40.742323,,,0,2013-12-30 09:40:59.0000001
40.0,2011-06-20 11:34:44 UTC,-73.8629,40.7689,,,0,2011-06-20 11:34:44.0000001
12.5,2012-12-11 12:57:00 UTC,-73.99276,40.743098,,,0,2012-12-11 12:57:00.00000013
43.0,2013-03-17 20:35:31 UTC,-73.862831,40.768773,,,0,2013-03-17 20:35:31.0000001
15.6,2012-10-01 17:39:56 UTC,-73.982948,40.756779,,,0,2012-10-01 17:39:56.0000008
9.0,2012-12-11 12:39:10 UTC,-73.95994,40.814022,,,0,2012-12-11 12:39:10.0000002
11.2,2012-10-15 10:37:21 UTC,-73.996899,40.763561,,,0,2012-10-15 10:37:21.0000001
10.2,2013-11-04 20:59:15 UTC,-73.99846,40.745406,,,0,2013-11-04 20:59:15.0000001
26.0,2012-12-11 11:38:52 UTC,-74.008791,40.704617,,,0,2012-12-11 11:38:52.0000004
25.5,2012-12-11 12:58:14 UTC,-73.961548,40.768675,,,0,2012-12-11 12:58:14.0000002
17.0,2013-10-10 08:44:29 UTC,0.0,0.0,,,0,2013-10-10 08:44:29.0000004
15.6,2012-12-11 13:44:43 UTC,-73.98248,40.775665,,,0,2012-12-11 13:44:43.0000001
13.3,2013-07-06 10:15:58 UTC,0.0,0.0,,,0,2013-07-06 10:15:58.0000001
3.5,2013-10-17 18:11:03 UTC,-73.948586,40.744478,,,0,2013-10-17 18:11:03.0000002
5.5,2013-10-10 08:16:31 UTC,-73.977513,40.757873,,,0,2013-10-10 08:16:31.0000001
7.9,2013-07-03 16:53:13 UTC,0.0,0.0,,,0,2013-07-03 16:53:13.0000005
10.5,2013-06-03 19:25:42 UTC,-73.96269,40.772252,,,0,2013-06-03 19:25:42.0000004
5.0,2013-05-06 02:26:44 UTC,-74.004486,40.740596,,,0,2013-05-06 02:26:44.0000001
11.4,2012-12-11 13:42:50 UTC,-74.00689,40.730773,,,0,2012-12-11 13:42:50.0000006
17.5,2013-06-03 19:23:31 UTC,-73.98707,40.760443,,,0,2013-06-03 19:23:31.0000002
44.0,2012-11-16 17:44:07 UTC,-73.975032,40.78276,,,0,2012-11-16 17:44:07.0000002
9.0,2012-12-11 12:10:35 UTC,-73.968962,40.769982,,,0,2012-12-11 12:10:35.0000005
13.8,2013-11-13 17:20:22 UTC,-73.957853,40.779115,,,0,2013-11-13 17:20:22.0000002
12.0,2013-04-14 20:02:23 UTC,-73.993382,40.727222,,,0,2013-04-14 20:02:23.0000005
8.0,2012-12-11 12:21:57 UTC,-73.977682,40.75752,,,0,2012-12-11 12:21:57.0000001
19.8,2012-12-11 11:20:33 UTC,-73.957293,40.745597,,,0,2012-12-11 11:20:33.0000001
12.0,2012-12-11 11:59:46 UTC,-73.97971,40.75647,,,0,2012-12-11 11:59:46.0000004
7.5,2012-12-11 13:49:50 UTC,-73.968563,40.762938,,,0,2012-12-11 13:49:50.0000001
18.0,2013-03-30 20:42:49 UTC,-73.970738,40.752035,,,0,2013-03-30 20:42:49.0000001
57.95,2012-12-11 11:20:45 UTC,0.0,0.0,,,0,2012-12-11 11:20:45.0000002
11.4,2012-12-11 12:25:39 UTC,-73.976006,40.761119,,,0,2012-12-11 12:25:39.0000003
14.0,2011-03-19 11:51:32 UTC,-73.990738,40.740454,,,0,2011-03-19 11:51:32.0000001
22.5,2013-11-06 20:06:57 UTC,-73.983568,40.77364,,,0,2013-11-06 20:06:57.0000002
12.7,2013-07-06 10:14:51 UTC,0.0,0.0,,,0,2013-07-06 10:14:51.0000003
6.85,2012-12-11 12:32:49 UTC,-73.991349,40.739682,,,0,2012-12-11 12:32:49.0000001
13.8,2012-12-11 12:23:37 UTC,-73.990155,40.751695,,,0,2012-12-11 12:23:37.0000002
21.0,2013-07-02 03:48:54 UTC,-73.893622,40.853804,,,0,2013-07-02 03:48:54.0000001
11.85,2013-10-10 09:05:03 UTC,0.0,0.0,,,0,2013-10-10 09:05:03.0000003
41.15,2012-12-11 11:19:13 UTC,-73.974042,40.751025,,,0,2012-12-11 11:19:13.0000001
11.2,2011-06-30 12:01:19 UTC,-73.9746,40.7419,,,0,2011-06-30 12:01:19.0000004
8.4,2011-04-09 16:21:04 UTC,-73.981586,40.74954,,,0,2011-04-09 16:21:04.0000005
10.2,2012-12-11 13:23:27 UTC,-73.971954,40.745614,,,0,2012-12-11 13:23:27.0000001
17.4,2012-12-11 13:27:24 UTC,-73.994874,40.71854,,,0,2012-12-11 13:27:24.0000003
12.35,2012-12-11 12:23:38 UTC,-73.984632,40.742582,,,0,2012-12-11 12:23:38.0000002
7.5,2012-11-21 08:40:11 UTC,-73.986068,40.756185,,,0,2012-11-21 08:40:11.0000003
18.1,2013-12-08 02:27:17 UTC,-74.003022,40.731176,,,0,2013-12-08 02:27:17.0000004
10.5,2013-01-23 19:51:43 UTC,-73.982115,40.757618,,,0,2013-01-23 19:51:43.0000003
16.0,2013-07-01 23:01:31 UTC,-73.993259,40.692152,,,0,2013-07-01 23:01:31.0000003
6.5,2013-10-10 08:45:37 UTC,0.0,0.0,,,0,2013-10-10 08:45:37.0000001
10.32,2011-12-10 08:55:32 UTC,-73.991988,40.759422,,,0,2011-12-10 08:55:32.0000002
6.0,2013-10-10 08:20:25 UTC,-73.993832,40.74639,,,0,2013-10-10 08:20:25.0000005
9.0,2012-12-11 12:11:11 UTC,-73.970687,40.767529,,,0,2012-12-11 12:11:11.0000001
12.36,2011-10-04 02:39:52 UTC,-73.999355,40.754399,,,0,2011-10-04 02:39:52.0000001
6.5,2012-12-11 11:33:07 UTC,-73.969637,40.76053,,,0,2012-12-11 11:33:07.0000003
8.5,2011-09-10 23:02:46 UTC,-73.9823,40.777,,,0,2011-09-10 23:02:46.0000001
14.4,2013-11-04 11:37:06 UTC,-73.944161,40.775945,,,0,2013-11-04 11:37:06.0000002
13.2,2012-12-11 12:43:56 UTC,-73.970873,40.76495,,,0,2012-12-11 12:43:56.0000001
10.6,2012-12-11 13:09:14 UTC,-73.994073,40.751177,,,0,2012-12-11 13:09:14.0000001
54.5,2013-11-15 07:35:14 UTC,-73.78376,40.648615,,,0,2013-11-15 07:35:14.0000002
28.3,2013-06-22 03:42:50 UTC,-73.966952,40.803461,,,0,2013-06-22 03:42:50.0000002
24.05,2014-01-09 22:17:54 UTC,-73.972943,40.753016,,,0,2014-01-09 22:17:54.0000002
12.5,2013-06-03 19:19:27 UTC,-74.005782,40.737696,,,0,2013-06-03 19:19:27.0000004
8.0,2011-03-03 11:27:21 UTC,-73.970389,40.764999,,,0,2011-03-03 11:27:21.0000001
68.88,2013-10-10 07:40:28 UTC,-74.009406,40.706184,,,0,2013-10-10 07:40:28.0000003
21.6,2013-11-06 11:01:51 UTC,-73.997914,40.75108,,,0,2013-11-06 11:01:51.0000002
8.8,2011-06-14 08:23:20 UTC,0.0,0.0,,,0,2011-06-14 08:23:20.0000004
13.8,2011-07-12 21:30:38 UTC,-73.986562,40.742542,,,0,2011-07-12 21:30:38.0000004
13.0,2013-07-04 03:49:47 UTC,-73.989001,40.722943,,,0,2013-07-04 03:49:47.0000002
39.91,2013-06-21 17:58:20 UTC,-73.975659,40.740721,,,0,2013-06-21 17:58:20.0000001
80.0,2013-09-05 00:02:14 UTC,-73.990479,40.755656,,,0,2013-09-05 00:02:14.0000003
13.5,2013-10-10 08:24:27 UTC,-73.961406,40.756327,,,0,2013-10-10 08:24:27.0000006
11.5,2012-07-30 16:33:45 UTC,-73.983705,40.755701,,,0,2012-07-30 16:33:45.0000002
25.5,2013-03-21 14:40:21 UTC,-73.9305,40.801364,,,0,2013-03-21 14:40:21.0000004
14.0,2011-06-30 11:42:26 UTC,-74.0024,40.7229,,,0,2011-06-30 11:42:26.0000002
21.0,2012-12-11 12:00:53 UTC,-73.974743,40.752057,,,0,2012-12-11 12:00:53.0000002
24.6,2012-12-11 11:30:30 UTC,-73.971635,40.782455,,,0,2012-12-11 11:30:30.0000003
21.48,2011-11-11 20:35:31 UTC,-73.947138,40.784114,,,0,2011-11-11 20:35:31.0000004
17.5,2012-12-11 12:09:48 UTC,-74.005549,40.726399,,,0,2012-12-11 12:09:48.0000003
20.5,2013-10-10 07:48:53 UTC,-73.957897,40.769641,,,0,2013-10-10 07:48:53.0000009
7.62,2013-07-06 10:08:53 UTC,-73.997677,40.736232,,,0,2013-07-06 10:08:53.0000002
7.9,2012-06-08 05:26:49 UTC,-73.983677,40.725943,,,0,2012-06-08 05:26:49.0000002
10.8,2012-12-11 12:57:47 UTC,-73.975114,40.754252,,,0,2012-12-11 12:57:47.0000003
12.0,2013-05-28 16:06:42 UTC,-73.97715,40.750371,,,0,2013-05-28 16:06:42.0000001
